Time (s),Voltage (V),Current (mA),Charge (mA.h),Temperature (degC)
22892.99508735887,4.025176,-500.02524,781.2201225014607,26.494993
22893.99508740637,4.0250187,-499.96613,781.3590066922362,26.368456
22894.99508745386,4.0250974,-499.90707,781.497889274142,26.218193
22895.99508750136,4.0250583,-499.96613,781.6367714728149,26.400091
22896.99508754886,4.0250583,-499.98584,781.7756550612752,26.384275
22897.99508759636,4.0250583,-499.90707,781.9145374461731,26.328915
22898.99508764385,4.0248613,-499.92676,782.0534206735596,26.083746
22899.99508769135,4.0249796,-499.98584,782.1923038245164,26.487087
22900.99508773885,4.02494,-499.94644,782.331185804497,26.447542
22901.99508778634,4.0248613,-500.00555,782.4700676531501,26.392181
22902.99508783384,4.0249004,-499.88736,782.6089491295565,26.154922
22903.99508788134,4.0248613,-500.02524,782.7478298620802,26.186558
22904.99508792884,4.0248613,-500.02524,782.8867127063354,26.313095
22905.99508797633,4.0248218,-499.94644,783.025596415391,26.186558
22906.99508802383,4.0247431,-499.92676,783.1644776184278,26.455452
22907.99508807133,4.0247035,-499.90707,783.3033588654439,26.423817
22908.99508811883,4.0247035,-500.06464,783.4422417318922,26.194468
22909.99508816632,4.0246644,-500.00555,783.5811246746175,26.06793
22910.99508821382,4.0245857,-500.00555,783.7200076395698,26.028385
22911.99508826132,4.0246248,-500.00555,783.8588912610908,26.328915
22912.99508830882,4.0245857,-499.96613,783.9977743682718,26.423817
22913.99508835631,4.0245461,-500.00555,784.1366574754021,26.241919
22914.99508840381,4.0246644,-499.96613,784.2755395540053,26.07584
22915.99508845131,4.0245461,-499.98584,784.4144229236375,26.313095
22916.99508849881,4.0244675,-499.98584,784.5533069064696,26.360546
22917.9950885463,4.0244279,-499.96613,784.6921901230733,26.423817
22918.9950885938,4.0243888,-499.90707,784.8310748499409,26.147017
22919.9950886413,4.0244279,-499.90707,784.9699588764641,26.510813
22920.9950886888,4.0243101,-499.96613,785.108843821736,26.305189
22921.99508873629,4.0243101,-499.88736,785.2477267318244,26.218193
22922.99508878379,4.0243101,-499.96613,785.3866099483602,26.313095
22923.99508883129,4.0242705,-499.96613,785.5254938322645,25.996752
22924.99508887879,4.0243101,-499.98584,785.6643771913004,26.328915
22925.99508892628,4.0242705,-500.04495,785.8032606702704,26.313095
22926.99508897378,4.024231,-500.08429,785.9421435693895,26.186558
22927.99508902128,4.0241132,-499.98584,786.0810250460503,26.439632
22928.99508906878,4.0241523,-499.90707,786.2199079561557,26.471268
22929.99508911627,4.0241132,-499.98584,786.3587896515428,26.336821
22930.99508916377,4.0241132,-500.00555,786.4976735906839,26.336821
22931.99508921127,4.0240736,-500.02524,786.6365585033528,26.218193
22932.99508925877,4.0239949,-500.00555,786.7754429564948,26.281464
22933.99508930626,4.024034,-499.90707,786.9143267747694,26.297279
22934.99508935376,4.0240736,-499.94644,787.0532105605766,26.408001
22935.99508940126,4.0239949,-500.00555,787.1920947072373,26.210283
22936.99508944876,4.0239949,-500.00555,787.3309791931179,26.423817
22937.99508949625,4.0239949,-499.96613,787.4698637776888,26.408001
22938.99508954375,4.0239553,-500.06464,787.6087481980413,26.28937
22939.99508959125,4.0239553,-499.96613,787.747631381703,26.170742
22940.99508963875,4.023798,-499.96613,787.8865134054591,26.281464
22941.99508968624,4.0238767,-499.94644,788.0253972347879,26.265644
22942.99508973374,4.0238376,-499.92676,788.1642790723021,26.328915
22943.99508978124,4.0238376,-500.06464,788.3031626170205,26.328915
22944.99508982874,4.0237584,-499.96613,788.4420471467446,26.273554
22945.99508987623,4.0236797,-500.02524,788.5809327817815,26.494993
22946.99508992373,4.0236797,-499.96613,788.7198173881555,26.360546
22947.99508997123,4.0236797,-500.00555,788.8587000793143,26.487087
22948.99509001873,4.0235615,-500.04495,788.9975836897642,26.313095
22949.99509006622,4.0236406,-500.04495,789.1364680224634,26.305189
22950.99509011372,4.0235615,-500.00555,789.2753512061589,26.107471
22951.99509016122,4.0236011,-499.98584,789.414235659606,26.392181
22952.99509020871,4.0235224,-499.94644,789.5531192483714,26.234009
22953.99509025621,4.0234437,-500.00555,789.6920042703949,26.328915
22954.99509030371,4.0234437,-499.94644,789.830887870028,26.273554
22955.99509035121,4.0234437,-500.02524,789.9697730891443,26.392181
22956.9950903987,4.0234828,-499.94644,790.1086566447811,26.542444
22957.9950904462,4.0233645,-500.00555,790.2475417652747,26.297279
22958.9950904937,4.0234041,-499.98584,790.3864270610409,26.542444
22959.9950905412,4.0233645,-500.02524,790.5253100697689,26.234009
22960.99509058869,4.0232859,-499.98584,790.6641961972748,26.376366
22961.99509063619,4.0233645,-499.98584,790.8030818759519,26.147017
22962.99509068369,4.0232468,-500.02524,790.9419675437952,26.360546
22963.99509073119,4.0232468,-500.02524,791.0808518544878,26.257734
22964.99509077868,4.0232072,-500.02524,791.2197365376137,26.423817
22965.99509082618,4.0232072,-499.88736,791.3586200387937,26.218193
22966.99509087368,4.0232859,-499.98584,791.497504054161,26.502903
22967.99509092118,4.0231681,-500.00555,791.636386821868,26.455452
22968.99509096867,4.0231285,-500.02524,791.7752704869952,26.162832
22969.99509101617,4.0231285,-499.94644,791.9141551916529,26.313095
22970.99509106367,4.0229712,-499.96613,792.0530375544424,26.234009
22971.99509111117,4.0230889,-499.90707,792.1919214162724,26.368456
22972.99509115866,4.0230498,-500.00555,792.3308058148726,26.202377
22973.99509120616,4.0230103,-500.02524,792.4696895897953,26.313095
22974.99509125366,4.0229712,-499.92676,792.6085749075341,26.226103
22975.99509130116,4.022892,-500.08429,792.7474594590275,26.34473
22976.99509134865,4.022892,-500.08429,792.8863445028541,26.313095
22977.99509139615,4.0228529,-500.00555,793.025229885714,26.35264
22978.99509144365,4.022892,-499.90707,793.1641127741519,26.376366
22979.99509149115,4.0228133,-500.00555,793.3029956732032,26.328915
22980.99509153864,4.0228133,-499.94644,793.4418798965139,26.218193
22981.99509158614,4.0227346,-499.90707,793.5807639337861,26.28937
22982.99509163364,4.022656,-499.78891,793.719647161359,26.415907
22983.99509168114,4.022656,-499.98584,793.8585313849071,26.35264
22984.99509172863,4.022656,-499.98584,793.9974158598352,26.281464
22985.99509177613,4.0225377,-500.02524,794.1363012976607,26.321005
22986.99509182363,4.0226164,-499.92676,794.2751851269555,26.423817
22987.99509187113,4.022656,-500.10403,794.4140697985864,26.305189
22988.99509191862,4.0226164,-499.84796,794.5529540982927,26.494993
22989.99509196612,4.022459,-499.84796,794.6918384966556,26.400091
22990.99509201362,4.0225773,-499.90707,794.8307217897566,26.265644
22991.99509206112,4.0224986,-500.04495,794.9696048201521,26.305189
22992.99509210861,4.022459,-499.92676,795.1084881461782,26.360546
22993.99509215611,4.022459,-500.08429,795.2473711000254,26.35264
22994.99509220361,4.0223017,-499.98584,795.3862543165103,26.328915
22995.99509225111,4.0224195,-500.02524,795.5251367012386,26.107471
22996.9950922986,4.0223408,-500.06464,795.6640205414519,26.415907
22997.9950923461,4.0222621,-499.96613,795.8029039768327,26.139107
22998.9950923936,4.0222225,-500.00555,795.9417881891231,26.408001
22999.9950924411,4.0223408,-500.02524,796.0806721607147,26.494993
23000.99509248859,4.0221834,-499.90707,796.2195561321876,26.305189
23001.99509253609,4.0222225,-499.98584,796.3584391630069,26.178652
23002.99509258359,4.0221438,-499.92676,796.4973220731971,26.107471
23003.99509263108,4.0221834,-499.96613,796.6362045894392,26.415907
23004.99509267858,4.0222621,-500.00555,796.7750888564578,26.226103
23005.99509272608,4.0221438,-500.04495,796.9139704972863,26.249828
23006.99509277358,4.0220652,-499.94644,797.0528533639211,26.431726
23007.99509282107,4.0220256,-499.98584,797.191735672152,26.534538
23008.99509286857,4.0219469,-499.98584,797.3306182321021,26.415907
23009.99509291607,4.0219078,-499.98584,797.4695012079559,26.328915
23010.99509296357,4.0219469,-499.96613,797.6083839208839,26.400091
23011.99509301106,4.0218682,-500.00555,797.7472672687978,26.431726
23012.99509305856,4.0218291,-500.00555,797.8861502445839,26.589899
23013.99509310606,4.0219469,-500.00555,798.0250332863726,26.241919
23014.99509315356,4.0218682,-499.94644,798.1639157696727,26.186558
23015.99509320105,4.0217896,-500.00555,798.3027990083846,26.28937
23016.99509324855,4.0216322,-500.00555,798.4416825312151,26.384275
23017.99509329605,4.02175,-499.94644,798.5805648717098,26.210283
23018.99509334355,4.0217896,-499.98584,798.719448996381,26.534538
23019.99509339104,4.0217896,-500.06464,798.8583314795115,26.202377
23020.99509343854,4.0217109,-500.02524,798.9972138533552,26.423817
23021.99509348604,4.021553,-500.00555,799.1360959536597,26.439632
23022.99509353354,4.0216322,-500.04495,799.2749791378129,26.392181
23023.99509358103,4.0216322,-500.00555,799.4138615553306,26.408001
23024.99509362853,4.0215139,-499.88736,799.552745515868,26.328915
23025.99509367603,4.0215926,-499.92676,799.6916286338151,26.226103
23026.99509372353,4.0215926,-499.94644,799.8305122881764,26.313095
23027.99509377102,4.0215139,-499.94644,799.969396828802,26.471268
23028.99509381852,4.0213957,-499.94644,800.1082796732777,26.265644
23029.99509386602,4.0214744,-499.98584,800.2471638199554,26.408001
23030.99509391352,4.0213561,-500.02524,800.3860470583282,26.423817
23031.99509396101,4.0214353,-499.90707,800.5249296184139,26.408001
23032.99509400851,4.021317,-499.98584,800.6638128568376,26.376366
23033.99509405601,4.0213561,-499.98584,800.802696478172,26.234009
23034.99509410351,4.021317,-500.00555,800.9415799245221,26.34473
23035.995094151,4.0212383,-499.96613,801.0804634477425,26.566172
23036.9950941985,4.0212774,-500.00555,801.2193457340347,26.305189
23037.995094246,4.0212383,-500.02524,801.3582275170751,26.265644
23038.9950942935,4.0211596,-500.10403,801.4971117623754,26.194468
23039.99509434099,4.0212383,-500.08429,801.6359958869787,26.328915
23040.99509438849,4.0211596,-499.98584,801.7748781185766,26.265644
23041.99509443599,4.0211596,-500.02524,801.9137629219586,26.423817
23042.99509448349,4.0210805,-499.98584,802.0526476487414,26.439632
23043.99509453098,4.0210805,-500.02524,802.1915303070938,26.487087
23044.99509457848,4.0210414,-499.92676,802.3304136221504,26.35264
23045.99509462598,4.0210414,-500.00555,802.4692967074945,26.328915
23046.99509467348,4.0210018,-499.88736,802.6081795191468,26.400091
23047.99509472097,4.0209627,-499.94644,802.7470612474929,26.542444
23048.99509476847,4.0208836,-499.94644,802.8859450986756,26.415907
23049.99509481597,4.0208445,-499.98584,803.0248300771268,26.265644
23050.99509486347,4.0209627,-499.92676,803.1637128998672,26.463358
23051.99509491096,4.0207658,-499.86768,803.3025956568761,26.526628
23052.99509495846,4.0208445,-499.98584,803.4414802965313,26.368456
23053.99509500596,4.0207658,-500.04495,803.58036295546,26.408001
23054.99509505345,4.0208049,-500.04495,803.7192466862,26.321005
23055.99509510095,4.0207262,-499.96613,803.8581306027243,26.526628
23056.99509514845,4.0206866,-500.02524,803.9970139942614,26.494993
23057.99509519595,4.0206079,-499.88736,804.135895919378,26.234009
23058.99509524344,4.0206079,-499.96613,804.2747800335375,26.463358
23059.99509529094,4.0205688,-499.80859,804.4136622541151,26.178652
23060.99509533844,4.0205688,-499.94644,804.5525448467699,26.479177
23061.99509538594,4.0205293,-500.00555,804.691428501216,26.321005
23062.99509543343,4.0205688,-500.00555,804.8303118709161,26.321005
23063.99509548093,4.0205293,-499.98584,804.9691956346829,26.328915
23064.99509552843,4.0204506,-499.96613,805.1080788514222,26.257734
23065.99509557593,4.0205293,-499.98584,805.2469610285971,26.273554
23066.99509562342,4.0203719,-500.04495,805.3858436216078,26.336821
23067.99509567092,4.0203719,-499.96613,805.5247265753364,26.502903
23068.99509571842,4.0203323,-499.98584,805.6636079096497,26.257734
23069.99509576592,4.0203323,-500.00555,805.8024905571853,26.313095
23070.99509581341,4.0202932,-499.96613,805.9413723618931,26.376366
23071.99509586091,4.0202537,-499.96613,806.0802540790494,26.423817
23072.99509590841,4.0202932,-500.00555,806.2191363219388,26.35264
23073.99509595591,4.0202141,-499.92676,806.3580180718676,26.384275
23074.9950960034,4.0202932,-500.06464,806.4968994390551,26.226103
23075.9950960509,4.0202537,-499.96613,806.6357805984688,26.336821
23076.9950960984,4.0201354,-499.92676,806.7746624692134,26.360546
23077.9950961459,4.020175,-500.02524,806.9135455325,26.392181
23078.99509619339,4.0200963,-499.98584,807.0524294934952,26.257734
23079.99509624089,4.020175,-500.00555,807.1913131918018,26.328915
23080.99509628839,4.019978,-500.02524,807.3301961787267,26.34473
23081.99509633589,4.0200963,-499.94644,807.4690784650528,26.305189
23082.99509638338,4.0200567,-500.04495,807.607961484496,26.431726
23083.99509643088,4.0199385,-499.86768,807.7468444275603,26.463358
23084.99509647838,4.0200171,-499.90707,807.8857272173246,26.35264
23085.99509652588,4.0198598,-499.94644,808.0246099086868,26.297279
23086.99509657337,4.0198598,-499.92676,808.1634918335831,26.328915
23087.99509662087,4.0198598,-499.86768,808.3023740762691,26.297279
23088.99509666837,4.0198207,-499.96613,808.4412548419042,26.408001
23089.99509671587,4.0197811,-500.06464,808.5801360559274,26.415907
23090.99509676336,4.0196629,-499.96613,808.719018758191,26.281464
23091.99509681086,4.0197415,-499.98584,808.8579013403681,26.526628
23092.99509685836,4.0195446,-499.98584,808.9967844584338,26.502903
23093.99509690586,4.0197415,-499.94644,809.1356661104012,26.297279
23094.99509695335,4.0196238,-499.92676,809.2745480904325,26.35264
23095.99509700085,4.0197024,-499.88736,809.4134303332032,26.107471
23096.99509704835,4.0196629,-499.88736,809.5523128493097,26.321005
23097.99509709585,4.0195842,-499.94644,809.6911943366856,26.321005
23098.99509714334,4.0195842,-500.00555,809.8300764260207,26.455452
23099.99509719084,4.0195446,-499.96613,809.9689584500652,26.28937
23100.99509723834,4.0194659,-500.02524,810.1078399594477,26.487087
23101.99509728584,4.0194659,-500.00555,810.2467219504823,26.186558
23102.99509733333,4.0195055,-499.92676,810.3856026175965,26.376366
23103.99509738083,4.0194268,-499.96613,810.5244853308975,26.534538
23104.99509742833,4.0194659,-500.04495,810.6633676172574,26.234009
23105.99509747582,4.0194268,-499.90707,810.8022497066095,26.265644
23106.99509752332,4.019269,-500.04495,810.9411315875265,26.123291
23107.99509757082,4.0192299,-499.96613,811.0800130534044,26.226103
23108.99509761832,4.019269,-500.00555,811.2188963573221,26.542444
23109.99509766581,4.0192299,-500.00555,811.357779584912,26.392181
23110.99509771331,4.0193086,-500.00555,811.4966630314486,26.083746
23111.99509776081,4.0192299,-499.96613,811.6355453179103,26.281464
23112.99509780831,4.0190721,-499.96613,811.7744276808355,26.360546
23113.9950978558,4.0192299,-499.92676,811.9133108646497,26.194468
23114.9950979033,4.0191116,-499.94644,812.0521950552218,26.542444
23115.9950979508,4.0191903,-499.98584,812.1910789717799,26.360546
23116.9950979983,4.019033,-500.04495,812.3299627463296,26.368456
23117.99509804579,4.019033,-499.94644,812.4688445075838,26.336821
23118.99509809329,4.019033,-499.98584,812.607727308148,26.273554
23119.99509814079,4.019033,-500.00555,812.7466089271903,26.34473
23120.99509818829,4.0189147,-499.98584,812.88549214376,26.34473
23121.99509823578,4.0188751,-499.98584,813.0243752835779,26.06793
23122.99509828328,4.0187964,-499.92676,813.1632588611706,26.392181
23123.99509833078,4.0187573,-500.06464,813.3021421321972,26.257734
23124.99509837828,4.0186391,-500.02524,813.441026453961,26.415907
23125.99509842577,4.0187573,-500.04495,813.5799075039691,26.328915
23126.99509847327,4.0186782,-500.04495,813.7187906985492,26.336821
23127.99509852077,4.0186782,-499.96613,813.8576736964604,26.321005
23128.99509856827,4.0187178,-499.90707,813.9965568039129,26.226103
23129.99509861576,4.0187178,-500.00555,814.1354398013325,26.265644
23130.99509866326,4.0185604,-500.00555,814.2743218030482,26.423817
23131.99509871076,4.0185995,-499.98584,814.4132043192734,26.376366
23132.99509875826,4.0185604,-499.92676,814.5520878753173,26.360546
23133.99509880575,4.0186782,-499.94644,814.6909693300055,26.052111
23134.99509885325,4.0185995,-500.00555,814.8298530496575,26.384275
23135.99509890075,4.0184817,-499.98584,814.9687364964144,26.107471
23136.99509894825,4.0184026,-499.94644,815.1076190344088,26.234009
23137.99509899574,4.0184817,-499.96613,815.246502010483,26.368456
23138.99509904324,4.0184422,-500.02524,815.3853846905537,26.408001
23139.99509909074,4.0185208,-500.00555,815.5242683992872,26.313095
23140.99509913824,4.0184422,-500.00555,815.6631517689534,26.115381
23141.99509918573,4.0183635,-499.96613,815.8020355763773,26.170742
23142.99509923323,4.0183635,-499.90707,815.9409195152641,26.107471
23143.99509928073,4.0181665,-499.94644,816.0798037819607,26.265644
23144.99509932823,4.0183239,-500.00555,816.2186874798773,26.281464
23145.99509937572,4.0182452,-499.98584,816.3575705102897,26.186558
23146.99509942322,4.0182056,-499.96613,816.4964537157883,26.123291
23147.99509947072,4.0181665,-499.96613,816.6353378625677,26.170742
23148.99509951822,4.0182056,-499.92676,816.7742224578876,26.321005
23149.99509956571,4.018127,-500.00555,816.9131064731702,26.226103
23150.99509961321,4.0180879,-499.98584,817.0519897227836,26.194468
23151.99509966071,4.018127,-499.90707,817.1908737709402,26.147017
23152.99509970821,4.0180092,-499.88736,817.3297561450382,26.139107
23153.9950997557,4.0180879,-500.08429,817.4686395583445,26.415907
23154.9950998032,4.018127,-499.96613,817.6075246349776,26.162832
23155.9950998507,4.01793,-499.94644,817.7464085957523,26.170742
23156.99509989819,4.0179696,-499.94644,817.8852913197513,26.281464
23157.99509994569,4.01793,-499.98584,818.0241741639556,26.107471
23158.99509999319,4.0178123,-499.98584,818.1630570739762,26.099566
23159.99510004069,4.0178123,-499.96613,818.3019383428293,26.162832
23160.99510008818,4.0178909,-500.06464,818.4408207822859,26.052111
23161.99510013568,4.0178909,-500.00555,818.5797041520199,26.147017
23162.99510018318,4.0177331,-499.86768,818.7185860003678,26.281464
23163.99510023068,4.0177331,-500.08429,818.8574680896013,26.194468
23164.99510027817,4.0177331,-499.98584,818.9963513937903,26.123291
23165.99510032567,4.0176153,-499.94644,819.1352338881785,26.186558
23166.99510037317,4.0177331,-499.96613,819.274116043296,26.07584
23167.99510042067,4.0176544,-499.90707,819.4129981549089,26.154922
23168.99510046816,4.0175757,-500.02524,819.5518811744198,26.044205
23169.99510051566,4.0176153,-499.84796,819.6907624431711,26.194468
23170.99510056316,4.0175757,-499.88736,819.8296438978593,26.186558
23171.99510061066,4.0175362,-499.88736,819.9685253525137,26.091656
23172.99510065815,4.0174971,-499.92676,820.1074070372026,26.234009
23173.99510070565,4.0174971,-499.88736,820.2462885247311,26.234009
23174.99510075315,4.0174184,-499.98584,820.3851701763424,26.123291
23175.99510080065,4.0174971,-500.00555,820.5240516531728,26.06793
23176.99510084814,4.0174184,-499.90707,820.6629330202247,26.431726
23177.99510089564,4.0173788,-500.04495,820.8018149891002,26.35264
23178.99510094314,4.0171428,-500.00555,820.940697822386,26.020479
23179.99510099064,4.0172606,-500.04495,821.0795816520199,26.28937
23180.99510103813,4.0172215,-499.90707,821.2184638399438,26.328915
23181.99510108563,4.0172606,-499.90707,821.3573459509124,26.376366
23182.99510113313,4.0172215,-499.96613,821.4962288171233,26.249828
23183.99510118063,4.0171819,-500.06464,821.635111869678,26.115381
23184.99510122812,4.0170636,-500.02524,821.7739953817087,26.249828
23185.99510127562,4.0171428,-499.96613,821.9128773289845,26.020479
23186.99510132312,4.0171428,-499.92676,822.0517609616613,26.431726
23187.99510137062,4.0170245,-499.90707,822.1906442219898,26.012569
23188.99510141811,4.0169849,-500.00555,822.3295276463673,26.226103
23189.99510146561,4.0169458,-500.00555,822.4684097577428,26.218193
23190.99510151311,4.0169458,-499.96613,822.607293773161,26.234009
23191.99510156061,4.0170636,-499.96613,822.7461765630441,26.131197
23192.9951016081,4.0169063,-499.92676,822.8850575692425,26.265644
23193.9951016556,4.0168667,-500.04495,823.0239394069263,26.162832
23194.9951017031,4.0168276,-499.96613,823.1628243963638,25.996752
23195.9951017506,4.0168667,-499.92676,823.3017087617508,26.234009
23196.99510179809,4.0168276,-499.92676,823.4405906978029,26.202377
23197.99510184559,4.0169063,-500.04495,823.579473947162,26.249828
23198.99510189309,4.0167093,-499.94644,823.7183564524347,26.091656
23199.99510194059,4.0166306,-499.88736,823.8572396468792,26.115381
23200.99510198808,4.0167093,-499.92676,823.9961226555055,25.957209
23201.99510203558,4.0166702,-500.02524,824.135006353439,26.194468
23202.99510208308,4.0166702,-500.00555,824.2738903249458,26.471268
23203.99510213058,4.016552,-499.96613,824.4127740883905,26.123291
23204.99510217807,4.0166306,-500.00555,824.5516585413629,26.234009
23205.99510222557,4.016552,-499.98584,824.6905428631267,26.052111
23206.99510227307,4.0164733,-499.98584,824.8294268019627,26.194468
23207.99510232056,4.0164337,-499.94644,824.9683096795837,26.336821
23208.99510236806,4.0163941,-499.96613,825.1071929288581,26.400091
23209.99510241556,4.0163941,-499.96613,825.2460756202881,26.297279
23210.99510246306,4.0164337,-500.06464,825.3849589902934,25.996752
23211.99510251055,4.0163155,-499.98584,825.523840094928,26.194468
23212.99510255805,4.0162368,-500.00555,825.6627227538229,26.186558
23213.99510260555,4.0162764,-499.98584,825.8016064737292,26.162832
23214.99510265305,4.0163155,-499.92676,825.940488793116,26.07584
23215.99510270054,4.0162764,-500.00555,826.0793732352546,26.194468
23216.99510274804,4.0161972,-499.90707,826.2182557185039,26.265644
23217.99510279554,4.0162368,-499.96613,826.3571379172785,26.194468
23218.99510284304,4.0161185,-499.94644,826.4960199190282,26.281464
23219.99510289053,4.0161581,-500.12369,826.634901483071,26.131197
23220.99510293803,4.0160794,-499.92676,826.7737843165772,26.131197
23221.99510298553,4.0161581,-499.96613,826.9126659352974,26.210283
23222.99510303303,4.0160007,-499.98584,827.0515483198392,26.321005
23223.99510308052,4.0159612,-499.94644,827.1904296104954,26.297279
23224.99510312802,4.0159216,-499.90707,827.3293125752781,26.226103
23225.99510317552,4.0159216,-499.92676,827.4681957150452,26.107471
23226.99510322302,4.0158038,-500.02524,827.6070777605368,26.194468
23227.99510327051,4.0159216,-499.92676,827.7459591714492,26.06002
23228.99510331801,4.0157642,-499.90707,827.8848407576003,26.147017
23229.99510336551,4.0158038,-499.92676,828.0237246089864,26.036295
23230.99510341301,4.0158825,-499.88736,828.1626082740628,26.139107
23231.9951034605,4.0158038,-499.90707,828.3014916546983,26.162832
23232.995103508,4.0158038,-500.00555,828.4403742254991,26.336821
23233.9951035555,4.015646,-500.02524,828.5792580220384,26.321005
23234.995103603,4.015646,-499.94644,828.7181410200344,26.328915
23235.99510365049,4.0155673,-499.88736,828.8570239629801,26.297279
23236.99510369799,4.0157642,-499.88736,828.9959063149868,26.00466
23237.99510374549,4.0155277,-500.04495,829.1347895754001,26.202377
23238.99510379299,4.0156069,-499.92676,829.273672857447,26.392181
23239.99510384048,4.0155277,-500.06464,829.4125539182888,26.052111
23240.99510388798,4.0155277,-499.98584,829.5514354605625,26.091656
23241.99510393548,4.015449,-499.92676,829.690318523951,26.273554
23242.99510398298,4.0154099,-499.90707,829.829200985431,26.202377
23243.99510403047,4.0153704,-499.98584,829.9680840926292,26.328915
23244.99510407797,4.0153313,-500.02524,830.1069686114856,26.202377
23245.99510412547,4.0153704,-500.00555,830.2458515435636,26.218193
23246.99510417297,4.0153704,-499.96613,830.3847349462566,26.147017
23247.99510422046,4.0152917,-500.00555,830.523617922229,26.139107
23248.99510426796,4.0152521,-500.00555,830.662500865107,26.479177
23249.99510431546,4.0153313,-499.94644,830.801382933012,26.328915
23250.99510436296,4.015213,-499.98584,830.9402652520257,26.273554
23251.99510441045,4.015213,-500.00555,831.0791473196086,26.281464
23252.99510445795,4.015213,-500.00555,831.2180296824491,26.35264
23253.99510450545,4.0151734,-500.02524,831.3569119468195,25.965118
23254.99510455295,4.0150161,-499.92676,831.4957932374926,26.131197
23255.99510460044,4.0150552,-500.04495,831.6346728210633,26.336821
23256.99510464794,4.0149765,-499.94644,831.7735544074857,26.012569
23257.99510469544,4.0149765,-500.02524,831.9124358514418,26.241919
23258.99510474293,4.0149374,-499.92676,832.0513182365431,25.988844
23259.99510479043,4.0150552,-499.86768,832.1902000302307,26.139107
23260.99510483793,4.0149765,-500.00555,832.3290836627041,26.115381
23261.99510488543,4.0148978,-500.12369,832.4679662883686,26.35264
23262.99510493292,4.0148582,-499.94644,832.6068489578938,26.234009
23263.99510498042,4.0148978,-499.90707,832.7457325572726,26.091656
23264.99510502792,4.0148582,-499.96613,832.8846148438869,26.234009
23265.99510507542,4.0147405,-499.98584,833.0234976227837,26.131197
23266.99510512291,4.0148191,-499.96613,833.1623805106451,26.305189
23267.99510517041,4.0147009,-499.96613,833.3012637599873,26.06002
23268.99510521791,4.0146618,-499.98584,833.4401471626124,26.202377
23269.99510526541,4.0146222,-499.88736,833.5790284100015,26.147017
23270.9951053129,4.0147009,-499.90707,833.717910444761,26.28937
23271.9951053604,4.0146222,-499.96613,833.8567926220037,26.218193
23272.9951054079,4.014504,-499.96613,833.9956728728413,26.494993
23273.9951054554,4.0144649,-500.00555,834.1345552579087,26.241919
23274.99510550289,4.0146222,-500.10403,834.2734372596923,26.202377
23275.99510555039,4.0144649,-499.88736,834.4123200167012,26.154922
23276.99510559789,4.014504,-499.94644,834.5512022373127,26.139107
23277.99510564539,4.0143857,-499.96613,834.6900850376566,26.154922
23278.99510569288,4.0144649,-499.86768,834.8289667990633,25.909758
23279.99510574038,4.014307,-499.96613,834.9678510441602,26.376366
23280.99510578788,4.0144253,-500.02524,835.1067353877102,26.368456
23281.99510583538,4.0144253,-499.94644,835.2456185389892,26.012569
23282.99510588287,4.0142679,-499.88736,835.3845028936611,26.06002
23283.99510593037,4.0142283,-500.00555,835.5233878828274,26.147017
23284.99510597787,4.0142679,-500.00555,835.6622718763915,26.241919
23285.99510602537,4.0142679,-500.00555,835.8011553112127,26.241919
23286.99510607286,4.0141497,-499.94644,835.9400393379224,26.020479
23287.99510612036,4.0142283,-499.98584,836.078922937352,26.07584
23288.99510616786,4.0141497,-499.90707,836.2178076202574,26.273554
23289.99510621536,4.014071,-500.04495,836.3566914274439,26.162832
23290.99510626285,4.0142283,-500.00555,836.4955758807215,26.131197
23291.99510631035,4.0140314,-500.04495,836.634459841208,26.052111
23292.99510635785,4.0139132,-500.08429,836.7733443161361,26.06793
23293.99510640535,4.0139527,-499.98584,836.912227105714,26.131197
23294.99510645284,4.0139527,-499.92676,837.051110738374,26.305189
23295.99510650034,4.0139527,-499.98584,837.1899953230975,26.170742
23296.99510654784,4.0138741,-499.94644,837.3288792181407,26.147017
23297.99510659534,4.0139132,-499.88736,837.4677616578686,26.384275
23298.99510664283,4.0138345,-499.98584,837.6066453779953,25.980934
23299.99510669033,4.0139132,-499.90707,837.7455275879765,26.178652
23300.99510673783,4.0139132,-499.94644,837.8844096013229,26.044205
23301.99510678533,4.0137162,-499.96613,838.023293310158,26.186558
23302.99510683282,4.0137954,-499.96613,838.1621755089157,26.06793
23303.99510688032,4.0137954,-499.92676,838.3010579487282,26.139107
23304.99510692782,4.0136375,-500.02524,838.4399410557907,26.186558
23305.99510697532,4.0137558,-499.90707,838.5788243161192,26.265644
23306.99510702281,4.0135193,-500.00555,838.7177063949766,26.07584
23307.99510707031,4.0135589,-500.00555,838.8565887906066,26.154922
23308.99510711781,4.0134802,-499.92676,838.9954726857854,26.052111
23309.9951071653,4.0135589,-500.00555,839.1343568871404,26.06793
23310.9951072128,4.0134406,-500.02524,839.2732411543116,26.241919
23311.9951072603,4.0134015,-499.98584,839.4121250605276,26.202377
23312.9951073078,4.0134406,-500.08429,839.5510086488354,26.400091
23313.99510735529,4.0134802,-499.92676,839.6898910339197,26.083746
23314.99510740279,4.0134015,-500.02524,839.8287753231654,26.07584
23315.99510745029,4.0134406,-499.88736,839.9676581895967,26.107471
23316.99510749779,4.0132833,-499.98584,840.1065420955755,26.257734
23317.99510754528,4.0133228,-500.00555,840.2454255420612,26.036295
